high_001,0.105263157894737,0.157894736842105,0.666666666666667,,MSG TO Niloy
high_002,0.142857142857143,0.0571428571428571,2.5,,Column B is Client Question/Responses
high_003,0.133333333333333,0.466666666666667,0.285714285714286,,Column C is Therapist Question/Responses
high_004,0.291666666666667,0.375,0.777777777777778,,Column D is Client Question/ Therapist Questions Ratio Where NULL answers are possible as no question could result in dividing by 0
high_005,0.2,0.44,0.454545454545455,,
high_006,0.381818181818182,0.3,1.27272727272727,,
high_007,0.111111111111111,0.407407407407407,0.272727272727273,,
high_008,0.0909090909090909,1.63636363636364,0.0555555555555556,,
high_009,0.0476190476190476,0.666666666666667,0.0714285714285714,,
high_010,0.227272727272727,0.272727272727273,0.833333333333333,,
high_011,1.36,0.24,5.66666666666667,,
high_012,0.0923076923076923,0.323076923076923,0.285714285714286,,
high_013,0.0689655172413793,0.931034482758621,0.0740740740740741,,
high_014,1.36,0.24,5.66666666666667,,
high_015,0.533333333333333,0.6,0.888888888888889,,
high_016,0.183673469387755,1.12244897959184,0.163636363636364,,
high_017,0.179487179487179,0.282051282051282,0.636363636363636,,
high_018,0.314814814814815,0.111111111111111,2.83333333333333,,
high_019,0.178571428571429,0.192857142857143,0.925925925925926,,
high_020,0.0769230769230769,0.407692307692308,0.188679245283019,,
high_021,0.381818181818182,0.3,1.27272727272727,,
high_023,0.125,0.5,0.25,,
high_024,0.166666666666667,1.41666666666667,0.117647058823529,,
high_025,0.0476190476190476,0.428571428571429,0.111111111111111,,
high_026,0.103448275862069,0.206896551724138,0.5,,
high_027,0.28125,0.40625,0.692307692307692,,
high_028,0.0285714285714286,0.285714285714286,0.1,,
high_029,0.166666666666667,0.958333333333333,0.173913043478261,,
high_030,0,0.142857142857143,,,
high_031,0.210526315789474,0.105263157894737,2,,
high_032,0.228571428571429,0.371428571428571,0.615384615384615,,
high_033,0.12,0.28,0.428571428571429,,
high_034,0.333333333333333,0.291666666666667,1.14285714285714,,
high_035,0.533333333333333,0.1,5.33333333333333,,
high_036,0.433333333333333,0.433333333333333,1,,
high_037,0.0344827586206897,0.862068965517241,0.04,,
high_038,0.0701754385964912,0.421052631578947,0.166666666666667,,
high_039,0.5,0.31578947368421,1.58333333333333,,
high_040,0.123456790123457,0.197530864197531,0.625,,
high_041,0.0909090909090909,0.522727272727273,0.173913043478261,,
high_042,0.25,0.291666666666667,0.857142857142857,,
high_043,0.234042553191489,0.361702127659574,0.647058823529412,,
high_044,0.328125,0.203125,1.61538461538462,,
high_045,2.03846153846154,0.269230769230769,7.57142857142857,,
high_046,0.275862068965517,0.431034482758621,0.64,,
